1,59.097717,28.880764,31.269785,35.622189
1,59.286171,28.988970,31.235415,35.659546
1,59.679283,29.118475,31.257858,35.791832
1,60.491550,29.321735,31.485878,35.996536
1,61.654331,29.659048,31.910616,36.230473
1,63.598820,30.026749,32.569286,36.483826
1,65.375710,30.585176,33.670605,36.497940
1,66.622620,31.256971,34.778130,36.493320
1,67.417374,32.043247,35.942169,36.260612
1,68.284546,32.679302,36.757587,36.492813
1,69.454590,33.387745,37.363201,36.730232
1,70.626442,34.104427,37.871838,37.060303
1,71.590790,34.681541,38.295616,37.512856
1,72.500015,35.308434,38.723499,37.849861
1,73.127914,35.931164,39.075699,37.999279
1,73.883759,36.531250,39.415081,38.132347
1,74.696205,37.024506,39.721779,38.300442
1,75.418007,37.331738,39.977238,38.565556
1,75.979553,37.760571,40.404011,38.703869
1,76.314301,38.224564,40.968441,38.736938
1,76.548225,38.735546,41.396492,38.829636
1,76.766998,39.112160,41.668636,39.044495
1,77.009293,39.542896,41.829273,39.277645
1,77.284248,39.922661,41.991104,39.585464
1,77.641167,40.329693,42.112198,39.923717
1,78.005753,40.664536,42.239193,40.258564
1,78.434715,40.931660,42.368629,40.559135
1,78.989243,41.166290,42.456139,40.897537
1,79.520798,41.413715,42.435863,41.219852
1,80.070786,41.533348,42.500530,41.613407
1,80.468987,41.721733,42.625397,42.007614
1,80.751511,41.867867,42.700466,42.388893
1,80.912720,42.059132,42.845337,42.750618
1,81.052010,42.147732,43.008049,43.132614
1,81.149544,42.201672,43.181362,43.436386
1,81.176300,42.285149,43.355057,43.715069
1,81.191986,42.380623,43.475891,44.009827
1,81.192879,42.484306,43.578377,44.209053
1,81.180527,42.564964,43.682762,44.408035
1,81.178947,42.617294,43.754253,44.623009
1,81.141167,42.650955,43.782066,44.798981
1,81.129562,42.685894,43.792294,44.917088
1,81.133995,42.706696,43.791653,45.006138
1,81.110023,42.697330,43.788185,45.060635
1,81.088425,42.666512,43.681641,45.146820
1,80.973640,42.633240,43.340500,45.262547
1,80.812202,42.560169,42.644470,45.086765
1,80.251495,42.403694,41.522339,44.447952
1,75.374657,31.252638,38.230282,41.243496
1,72.622284,26.774315,36.077877,38.545547
1,69.931290,23.801199,34.784168,36.174282
1,67.900551,21.498568,33.845520,34.212517
2,66.517921,19.313766,34.327839,29.846434
2,45.508869,12.793732,22.064966,16.727835
2,41.562824,12.428510,19.283150,14.055448
2,40.754269,12.197186,18.526421,13.275743
2,39.527542,11.452657,17.050680,13.088547
2,38.220581,10.169557,17.098387,12.694983
2,35.958504,9.655414,17.256548,12.619281
2,33.708183,9.557649,17.585552,12.477882
2,32.653057,9.576453,17.718468,12.414559
2,31.722036,9.579181,17.786369,12.384632
1,70.825424,46.147064,37.787575,45.123970
1,70.827682,46.135456,37.865475,45.072460
1,70.912491,46.137962,38.001373,45.006100
1,71.096291,46.159172,38.253193,44.839722
1,71.406265,46.211430,38.523224,44.617485
1,71.646004,46.241570,38.813969,44.347397
1,72.011253,46.284069,39.113167,44.061165
1,72.627121,46.375568,39.439152,43.755836
1,73.274750,46.422318,39.656281,43.539413
1,73.946304,46.540905,39.824989,43.317959
1,74.670128,46.642105,40.067532,43.042942
1,75.084183,46.716541,40.262753,42.845612
1,75.589592,46.818169,40.460957,42.693821
1,76.159233,46.959217,40.722294,42.561142
1,76.604523,47.093403,40.991425,42.488094
1,77.221054,47.294540,41.248447,42.489922
1,77.620171,47.602833,41.459133,42.493889
1,78.192184,47.905533,41.677216,42.603790
1,78.604500,48.283253,41.871635,42.726719
1,79.056305,48.585751,42.041546,42.868919
1,79.529198,48.818981,42.192928,43.074715
1,80.110863,48.993103,42.250114,43.360455
1,80.783478,49.177578,42.288685,43.699528
1,81.473289,49.227905,42.331104,44.069107
1,82.230621,49.198154,42.413532,44.434864
1,82.954590,49.064655,42.437092,44.776428
1,83.605461,48.914829,42.510845,45.007164
1,84.108505,48.776051,42.597885,45.155666
1,84.422943,48.668884,42.715153,45.152042
1,84.433197,48.619083,42.825680,45.005440
1,83.665657,48.617352,42.933540,44.671448
1,81.714584,48.426632,42.830723,44.003899
1,79.778358,48.134956,42.411739,43.053032
1,78.381798,47.501858,41.792912,41.832802
1,77.551277,46.886452,41.694908,40.287148
1,77.122437,46.034821,41.929726,53.974743
1,77.475769,45.250977,73.254219,22.357430
2,78.004356,61.724995,29.735407,19.426867
2,78.152481,89.480286,23.634806,19.547691
2,77.813103,96.544930,28.668043,19.700579
2,77.588585,98.643517,16.002600,17.136309
2,77.335930,99.251274,18.013367,16.307997
2,77.173477,100.382896,19.525776,15.167992
